                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.866,                 7.3438,                 4.1745,                  2e-05,                0.00129,                  1e-05,                      0,                 4.0437,                 6.2603,                 4.2076,              0.0033062,              0.0033062,              0.0033062
                      2,                 2.6713,                   4.14,                 3.1715,                 0.2755,                0.23087,                 0.1465,                0.04562,                 3.0063,                 3.0003,                  4.134,              0.0066264,              0.0066264,              0.0066264
                      3,                 1.8802,                 2.2121,                 2.2393,                0.50121,                0.51548,                0.49612,                0.25282,                 1.6795,                  1.793,                  2.171,              0.0099334,              0.0099334,              0.0099334
                      4,                 1.5991,                 1.6379,                 1.9145,                0.60117,                0.60791,                0.63526,                0.37894,                 1.3318,                 2.7292,                 1.8168,              0.0099406,              0.0099406,              0.0099406
                      5,                 1.4163,                 1.3275,                 1.7306,                0.62417,                 0.7012,                0.69741,                0.43776,                 1.3266,                 1.2242,                 1.7271,              0.0099208,              0.0099208,              0.0099208
                      6,                 1.3297,                 1.2029,                 1.6416,                0.59729,                0.65678,                0.62777,                0.40564,                 1.2774,                 1.3602,                 1.6299,               0.009901,               0.009901,               0.009901
                      7,                 1.2418,                 1.1066,                 1.5729,                0.67524,                0.71242,                0.76121,                0.51014,                 1.1537,                 1.0765,                 1.5117,              0.0098812,              0.0098812,              0.0098812
                      8,                 1.2035,                 1.0335,                 1.5145,                0.60517,                0.64906,                0.65398,                0.39948,                 1.3309,                 1.5258,                 1.6459,              0.0098614,              0.0098614,              0.0098614
                      9,                 1.1671,                0.98957,                 1.4685,                0.60602,                0.71969,                0.69596,                0.44046,                 1.2598,                 1.2109,                 1.6031,              0.0098416,              0.0098416,              0.0098416
                     10,                 1.1481,                0.92837,                  1.459,                0.73652,                0.75967,                0.81907,                 0.5548,                 1.1431,                 1.0754,                 1.5124,              0.0098218,              0.0098218,              0.0098218
                     11,                 1.1201,                0.90326,                 1.4419,                0.62298,                0.59105,                0.63448,                0.40621,                 1.3743,                 1.5424,                  1.702,               0.009802,               0.009802,               0.009802
                     12,                 1.0998,                0.86806,                 1.4255,                0.75151,                0.78375,                0.84013,                0.58761,                 1.0947,                0.90308,                 1.4617,              0.0097822,              0.0097822,              0.0097822
                     13,                 1.0834,                 0.8419,                 1.4122,                0.70532,                0.76526,                0.79803,                0.52724,                  1.226,                 1.0264,                 1.5719,              0.0097624,              0.0097624,              0.0097624
                     14,                 1.0676,                0.82062,                 1.3996,                0.74359,                 0.7988,                0.85083,                0.60277,                 1.0594,                0.84918,                 1.4248,              0.0097426,              0.0097426,              0.0097426
                     15,                 1.0439,                0.81009,                 1.3846,                0.73121,                0.80581,                0.83368,                0.56863,                 1.1203,                0.87732,                 1.4864,              0.0097228,              0.0097228,              0.0097228
                     16,                 1.0522,                0.78854,                  1.368,                0.65807,                0.67021,                0.71331,                0.48067,                 1.1589,                 1.1263,                 1.4936,               0.009703,               0.009703,               0.009703
                     17,                 1.0375,                0.76408,                 1.3587,                0.74635,                 0.8276,                0.86194,                0.63257,                 1.0139,                0.80336,                 1.3971,              0.0096832,              0.0096832,              0.0096832
                     18,                 1.0234,                0.76563,                 1.3595,                0.73497,                0.80396,                0.84513,                0.62468,                0.99099,                0.81701,                 1.3721,              0.0096634,              0.0096634,              0.0096634
                     19,                 1.0144,                0.75402,                 1.3494,                0.63627,                0.65778,                0.69306,                0.42581,                 1.3431,                 1.2172,                 1.6314,              0.0096436,              0.0096436,              0.0096436
                     20,                0.99605,                0.73816,                 1.3291,                0.70071,                 0.7519,                0.79524,                0.54567,                 1.1859,                 1.0179,                   1.52,              0.0096238,              0.0096238,              0.0096238
                     21,                  1.001,                0.72957,                 1.3302,                0.82813,                0.79063,                 0.8879,                0.66029,                0.94658,                0.73351,                 1.3338,               0.009604,               0.009604,               0.009604
                     22,                0.97547,                0.70917,                 1.3176,                0.81017,                 0.8405,                0.89881,                0.67369,                 0.9453,                0.72484,                   1.33,              0.0095842,              0.0095842,              0.0095842
